family,variant,pipeline,runs,offline_failure_rate,online_failure_rate,total_objective_mean,total_objective_std,total_objective_sem,total_objective_ci95,offline_obj_mean,offline_obj_std,offline_obj_ci95,online_cost_mean,online_cost_std,online_cost_ci95,offline_runtime_mean,offline_runtime_std,online_runtime_mean,online_runtime_std,offline_fallback_mean,offline_fallback_ci95,online_fallback_mean,online_fallback_ci95,final_fallback_mean,final_fallback_ci95
capacity_regimes,slack_B,FFD+NextFit,30,0.0,1.0,556.3954123125828,143.5476182657463,26.208089533429956,51.36785548552271,173.93899992443212,8.663802597578654,3.1003019427575786,382.45641238815085,142.79424175547254,51.09826316366136,7.266940859456857e-05,6.938577682607346e-06,0.000949255625406901,0.00033328438526381433,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,slack_B,MILP(BFD-warm)+BestFit,30,0.0,0.0,784.7552649204882,21.319217424768645,3.892338763967661,7.628983977376616,68.26733675121184,1.4810263949630322,0.5299784889907814,716.4879281692764,21.218569926996967,7.592967732851096,0.010306453704833985,0.0016430731034119631,0.004684408366059264,0.00020239681323484357,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,slack_B,MILP(BFD-warm)+CostAwareBestFit,30,0.0,0.0,365.35448128087694,4.666275535021547,0.8519414566885963,1.6698052551096487,68.26733675121184,1.4810263949630322,0.5299784889907814,297.0871445296651,4.019846423364445,1.4384835683383368,0.01004932721455892,0.0015230211650511922,0.05591622773402681,0.002697125540214958,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,slack_B,MILP+BalancedPrice,30,0.0,0.0,365.35448128087694,4.666275535021547,0.8519414566885963,1.6698052551096487,68.26733675121184,1.4810263949630322,0.5299784889907814,297.0871445296651,4.019846423364445,1.4384835683383368,0.007028619448343913,0.0015587419070589065,0.03280467922644069,0.0004774511391890484,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,slack_B,MILP+BestFit,30,0.0,0.0,784.7552649204882,21.319217424768645,3.892338763967661,7.628983977376616,68.26733675121184,1.4810263949630322,0.5299784889907814,716.4879281692764,21.218569926996967,7.592967732851096,0.007054845492045085,0.0017540237742521714,0.004648106933260957,0.0001520549181143838,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,slack_B,MILP+CostAwareBestFit,30,0.0,0.0,365.35448128087694,4.666275535021547,0.8519414566885963,1.6698052551096487,68.26733675121184,1.4810263949630322,0.5299784889907814,297.0871445296651,4.019846423364445,1.4384835683383368,0.008282192548116048,0.007747458725583375,0.059053630513759954,0.014262695810067984,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,slack_B,MILP+NextFit,30,0.0,1.0,246.17098230693452,41.367100599829456,7.552564712370693,14.80302683624656,68.26733675121184,1.4810263949630322,0.5299784889907814,177.9036455557227,41.25086880254904,14.76143382176359,0.006907749176025391,0.0016054114207142117,0.0007508443746094902,0.00014523775372734233,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,tight_A,BFD+BestFit,30,0.0,0.0,3967619.6131677,2539144.3684187327,463582.215781716,908621.1429321633,181.47080124040184,10.368626833305338,3.7103654605437315,3967438.142366459,2539142.297319944,908620.4017989801,0.0006002138679226239,2.57425557580307e-05,0.004851562545324365,0.0002370422563320331,0.0,0.0,3.966666666666667,0.9086121453355888,3.966666666666667,0.9086121453355888
capacity_regimes,tight_A,BFD+NextFit,30,0.0,1.0,369.0616854625026,54.53320528243737,9.956355555416945,19.51445688861721,181.47080124040184,10.368626833305338,3.7103654605437315,187.59088422210073,56.726752252943,20.29940759099,0.0006232014546791713,9.453699900945618e-05,0.0007387748997037609,0.0002981888537527359,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,tight_A,CostAwareBFD+CostAwareBestFit,30,0.0,0.0,5233868.732295092,3212997.7260442264,586610.443922409,1149756.4700879215,70.96962879048334,2.0540594702986676,0.7350357414752661,5233797.762666301,3212996.9759906013,1149756.2016846787,0.0006717236945405602,1.802366123019403e-05,0.08429692219942808,0.003001062729574552,0.0,0.0,5.233333333333333,1.1497360949898918,5.233333333333333,1.1497360949898918
capacity_regimes,tight_A,FFD+BestFit,30,0.0,0.0,3967609.5233956226,2539150.686178375,463583.369241539,908623.4037134164,179.11949084448574,9.571537589556277,3.425130737901617,3967430.403904779,2539150.94355918,908623.4958159546,0.00012430287121484678,7.304471061348445e-06,0.004784086059468488,0.00023124376525694812,0.0,0.0,3.966666666666667,0.9086121453355887,3.966666666666667,0.9086121453355887
capacity_regimes,tight_A,FFD+NextFit,30,0.0,1.0,427.3726876936942,68.95955484252053,12.590234580921036,24.67685977860523,179.11949084448574,9.571537589556277,3.425130737901617,248.25319684920845,68.05465636786626,24.353046018149392,0.0001253944200774034,1.5265392036924293e-05,0.000724317948333919,0.00019907005886494867,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,tight_A,MILP(BFD-warm)+BestFit,30,0.0,0.0,4200853.9608962005,2657483.525040448,485187.89095433283,950968.2662704923,69.65747198020773,1.6931257869989573,0.6058772816722371,4200784.30342422,2657483.125127655,950968.1231635371,0.01738612651824951,0.0016650069443050455,0.004796144451635579,0.00023596545526930284,0.0,0.0,4.2,0.9509581858653763,4.2,0.9509581858653763
capacity_regimes,tight_A,MILP(BFD-warm)+CostAwareBestFit,30,0.0,0.0,5133861.854668513,2837406.0716708107,518037.103418741,1015352.7227007324,69.65747198020773,1.6931257869989573,0.6058772816722371,5133792.197196532,2837405.6349755893,1015352.5664313544,0.017430226008097332,0.0017215151226368619,0.08366912354249507,0.0036020251954762767,0.0,0.0,5.133333333333334,1.0153338993666394,5.133333333333334,1.0153338993666394
capacity_regimes,tight_A,MILP+BalancedPrice,30,0.0,0.0,403.0611068689433,15.002946762819912,2.739150790348525,5.368735549083109,69.65747198020773,1.6931257869989573,0.6058772816722371,333.40363488873555,14.489821136934507,5.185115902063933,0.01569070021311442,0.007765583647842539,0.03229640422699352,0.00046818494553053995,0.0,0.0,13.7,2.9210145615805336,13.7,2.9210145615805336
capacity_regimes,tight_A,MILP+BestFit,30,0.0,0.0,4200853.9608962005,2657483.525040448,485187.89095433283,950968.2662704923,69.65747198020773,1.6931257869989573,0.6058772816722371,4200784.30342422,2657483.125127655,950968.1231635371,0.013966870307922364,0.001870801197050096,0.0047099805359418195,0.00019422278121591498,0.0,0.0,4.2,0.9509581858653763,4.2,0.9509581858653763
capacity_regimes,tight_A,MILP+CostAwareBestFit,30,0.0,0.0,5133861.854668513,2837406.0716708107,518037.103418741,1015352.7227007324,69.65747198020773,1.6931257869989573,0.6058772816722371,5133792.197196532,2837405.6349755893,1015352.5664313544,0.014147933324178059,0.0024629099085591356,0.0837574291896696,0.0034711826186656245,0.0,0.0,5.133333333333334,1.0153338993666394,5.133333333333334,1.0153338993666394
capacity_regimes,tight_A,MILP+NextFit,30,0.0,1.0,252.75469762438476,59.326548660280025,10.83149632005442,21.229732787306663,69.65747198020773,1.6931257869989573,0.6058772816722371,183.097225644177,59.52420849874852,21.300464452104787,0.014804728825887044,0.005180114395784151,0.000699477813517054,0.00016335962264844435,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,tight_B,BFD+BestFit,30,0.0,0.0,967595.9456750439,2059202.241323061,375957.17267927906,736876.058451387,179.15974340832548,7.210944397806034,2.580403312961329,967416.7859316354,2059204.9560143857,736877.0298912014,0.0006526639529814323,4.0698897774783676e-05,0.004821052759264906,0.000287161560473205,0.0,0.0,0.9666666666666667,0.7368687609616965,0.9666666666666667,0.7368687609616965
capacity_regimes,tight_B,BFD+NextFit,30,0.0,1.0,327.5087076973081,62.48466367748822,11.408086598094668,22.35984973226555,179.15974340832548,7.210944397806034,2.580403312961329,148.34896428898273,62.514404592685445,22.37049238208667,0.000627309720342358,2.9365485297431006e-05,0.0005479109085475405,0.00017787027561630983,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,tight_B,CostAwareBFD+CostAwareBestFit,30,0.0,0.0,1200447.0007436955,1689771.3325966296,308508.6252962462,604676.9055806425,68.56435075563178,1.5815953986945728,0.5659666447847775,1200378.4363929399,1689770.7607096499,604676.7009335151,0.0007383749665071567,3.9756248862320844e-05,0.08092563877968738,0.022287554869006767,0.0,0.0,1.2,0.6046605203149831,1.2,0.6046605203149831
capacity_regimes,tight_B,FFD+BestFit,30,0.0,0.0,800916.5036996169,1919076.863243494,350373.8958615728,686732.8358886827,178.86430070362817,12.448956195508291,4.454801762106742,800737.6393989134,1919075.65391369,686732.4031355701,9.613605216145516e-05,1.1222063730054842e-05,0.004733811155892909,0.00026399183676031863,0.0,0.0,0.8,0.6867237561358857,0.8,0.6867237561358857
capacity_regimes,tight_B,FFD+NextFit,30,0.0,1.0,467.57634890050247,101.7200841511673,18.57146154697269,36.40006463206647,178.86430070362817,12.448956195508291,4.454801762106742,288.7120481968743,99.8862858955615,35.74384835400064,9.33944092442592e-05,1.057169738377112e-05,0.000708570812518398,0.00019570684943444395,0.0,0.0,0.0,0.0,0.0,0.0
capacity_regimes,tight_B,MILP(BFD-warm)+BestFit,30,0.0,0.0,834142.3266884658,2035641.3802983759,371655.5676601243,728444.9126138436,68.35917123090627,1.516900381374809,0.5428158301598858,834073.9675172347,2035640.8310028715,728444.7160509718,0.011490066846211752,0.002178385959504191,0.004674537503160536,0.00020117643238686344,0.0,0.0,0.8333333333333334,0.7284310542297625,0.8333333333333334,0.7284310542297625
capacity_regimes,tight_B,MILP(BFD-warm)+CostAwareBestFit,30,0.0,0.0,1300449.998428282,1950292.5468120214,356073.0738743814,697903.2247937876,68.35917123090627,1.516900381374809,0.5428158301598858,1300381.6392570513,1950291.9816765822,697903.022562668,0.011502528190612793,0.002310755857365244,0.07233814729067187,0.003001601382736977,0.0,0.0,1.3,0.6978855421092038,1.3,0.6978855421092038
capacity_regimes,tight_B,MILP+BalancedPrice,30,0.0,0.0,392.60552768937237,8.244441180355095,1.5052221361683342,2.950235386889935,68.35917123090627,1.516900381374809,0.5428158301598858,324.2463564584662,8.41600936759711,3.0116302742077137,0.008415993054707844,0.0021529740008719954,0.032696265269381304,0.0007104850188820008,0.0,0.0,3.566666666666667,1.351027444979606,3.566666666666667,1.351027444979606
capacity_regimes,tight_B,MILP+BestFit,30,0.0,0.0,834142.3266884658,2035641.3802983759,371655.5676601243,728444.9126138436,68.35917123090627,1.516900381374809,0.5428158301598858,834073.9675172347,2035640.8310028715,728444.7160509718,0.008487415313720704,0.0023244179107596913,0.004693516662033896,0.0002512903864107614,0.0,0.0,0.8333333333333334,0.7284310542297625,0.8333333333333334,0.7284310542297625
capacity_regimes,tight_B,MILP+CostAwareBestFit,30,0.0,0.0,1300449.998428282,1950292.5468120214,356073.0738743814,697903.2247937876,68.35917123090627,1.516900381374809,0.5428158301598858,1300381.6392570513,1950291.9816765822,697903.022562668,0.008501331011454264,0.002212506028578471,0.07454007912892849,0.01060898447306505,0.0,0.0,1.3,0.6978855421092038,1.3,0.6978855421092038
capacity_regimes,tight_B,MILP+NextFit,30,0.0,1.0,220.43125003232333,68.28770786091437,12.46757266524855,24.436442423887158,68.35917123090627,1.516900381374809,0.5428158301598858,152.072078801417,68.52218477127366,24.520348908658853,0.008455467224121094,0.0021886864343241574,0.000607811069736878,0.00016881603887214603,0.0,0.0,0.0,0.0,0.0,0.0
cost_shift,high_penalty_A,BFD+BestFit,30,0.0,0.0,2012.064495026147,33.20543989683749,6.062456154459969,11.882414062741539,401.63707936561525,13.777317541479537,4.93014976492824,1610.4274156605318,30.45879722656016,10.899540606102358,0.000609319315602382,2.3086351432265645e-05,0.0044431362145890795,0.00019185973378243985,0.0,0.0,0.0,0.0,0.0,0.0
cost_shift,high_penalty_A,BFD+NextFit,30,0.0,1.0,942.9455950376683,154.71381571994363,28.246748942503498,55.36362792730685,401.63707936561525,13.777317541479537,4.93014976492824,541.308515672053,155.98687016668887,55.81918461041774,0.0006329264569406708,0.00010681007614965226,0.0008592096390202641,0.000190606018538429,0.0,0.0,0.0,0.0,0.0,0.0
cost_shift,high_penalty_A,CostAwareBFD+CostAwareBestFit,30,0.0,0.0,1214.0124617431625,18.26873950104783,3.335400240636523,6.537384471647585,231.21757884231482,2.966680217126298,1.0616128815386063,982.7948829008478,16.932021032052955,6.05904591075944,0.000717040275533994,3.8966211803293274e-05,0.07632536106587698,0.009164559039827217,0.0,0.0,0.0,0.0,0.0,0.0
cost_shift,high_penalty_A,FFD+BestFit,30,0.0,0.0,2011.1777694769305,37.38704525055356,6.82590934739819,13.378782320900452,402.8369074531314,12.949259746158784,4.633833088430327,1608.3408620237985,33.29870846282679,11.915789790440558,0.00011644857780387004,6.269279690201607e-06,0.0044472305802628394,0.00011207752110233228,0.0,0.0,0.0,0.0,0.0,0.0
cost_shift,high_penalty_A,FFD+NextFit,30,0.0,1.0,1202.4685718406354,208.3096821474773,38.03197061963484,74.54266241448428,402.8369074531314,12.949259746158784,4.633833088430327,799.6316643875039,206.88646100741968,74.03336927030213,0.00011815003429849942,1.340958801375366e-05,0.000919911009259522,0.0002665815901968047,0.0,0.0,0.0,0.0,0.0,0.0
