pipeline,variant,bin_idx,used_mean,used_sem,samples
MILP(offSlack)+CostAwareBestFit,overload,0,23.680271199380254,0.11667613541533167,50
MILP(offSlack)+CostAwareBestFit,overload,1,23.45171441921666,0.1286345781339926,50
MILP(offSlack)+CostAwareBestFit,overload,2,23.538131110466566,0.11553665320660901,50
MILP(offSlack)+CostAwareBestFit,overload,3,23.40570461151557,0.13167724845573134,50
MILP(offSlack)+CostAwareBestFit,overload,4,23.722774155363545,0.10511802186404971,50
MILP(offSlack)+CostAwareBestFit,overload,5,23.727286350886697,0.10703735525577429,50
MILP(offSlack)+CostAwareBestFit,overload,6,23.6177085091152,0.11867387432884174,50
MILP(offSlack)+CostAwareBestFit,overload,7,23.63362711921192,0.09603591427341118,50
MILP(offSlack)+CostAwareBestFit,overload,8,23.636193014255472,0.10743756124064474,50
MILP(offSlack)+CostAwareBestFit,overload,9,23.821241433735466,0.10500871421278266,50
MILP(offSlack)+CostAwareBestFit,overload,10,516.0842528311018,0.9377354609937717,50
MILP(offSlack)+CostAwareBestFit,underload,0,33.50641618340872,1.0692951467103922,50
MILP(offSlack)+CostAwareBestFit,underload,1,34.29248154626558,1.1323577182401734,50
MILP(offSlack)+CostAwareBestFit,underload,2,33.66974827232168,1.1936671469737572,50
MILP(offSlack)+CostAwareBestFit,underload,3,32.328711502212094,1.142287587556444,50
MILP(offSlack)+CostAwareBestFit,underload,4,32.420101750979235,1.0697770214753437,50
MILP(offSlack)+CostAwareBestFit,underload,5,30.39986130430326,1.0300248264470722,50
MILP(offSlack)+CostAwareBestFit,underload,6,31.003490524382144,1.257981004607395,50
MILP(offSlack)+CostAwareBestFit,underload,7,31.182074123778772,1.0582288259608688,50
MILP(offSlack)+CostAwareBestFit,underload,8,34.15808228710447,1.2470727657634495,50
MILP(offSlack)+CostAwareBestFit,underload,9,34.16307671040107,1.240415978867542,50
MILP(offSlack)+CostAwareBestFit,underload,10,0.0,0.0,50
MILP(offSlack)+DynamicLearning,overload,0,23.680271199380254,0.11667613541533167,50
MILP(offSlack)+DynamicLearning,overload,1,23.45171441921666,0.12863457813399262,50
MILP(offSlack)+DynamicLearning,overload,2,23.538131110466566,0.11553665320660902,50
MILP(offSlack)+DynamicLearning,overload,3,23.40570461151557,0.13167724845573134,50
MILP(offSlack)+DynamicLearning,overload,4,23.722774155363545,0.10511802186404971,50
MILP(offSlack)+DynamicLearning,overload,5,23.727286350886697,0.10703735525577429,50
MILP(offSlack)+DynamicLearning,overload,6,23.6177085091152,0.11867387432884173,50
MILP(offSlack)+DynamicLearning,overload,7,23.63362711921192,0.09603591427341118,50
MILP(offSlack)+DynamicLearning,overload,8,23.636193014255472,0.10743756124064474,50
MILP(offSlack)+DynamicLearning,overload,9,23.821241433735466,0.10500871421278266,50
MILP(offSlack)+DynamicLearning,overload,10,516.0842528311018,0.9377354609937717,50
MILP(offSlack)+DynamicLearning,underload,0,33.50641618340872,1.0692951467103922,50
MILP(offSlack)+DynamicLearning,underload,1,34.29248154626558,1.1323577182401734,50
MILP(offSlack)+DynamicLearning,underload,2,33.66974827232168,1.1936671469737574,50
MILP(offSlack)+DynamicLearning,underload,3,32.328711502212094,1.142287587556444,50
MILP(offSlack)+DynamicLearning,underload,4,32.420101750979235,1.0697770214753437,50
MILP(offSlack)+DynamicLearning,underload,5,30.39986130430326,1.0300248264470722,50
MILP(offSlack)+DynamicLearning,underload,6,31.003490524382144,1.257981004607395,50
MILP(offSlack)+DynamicLearning,underload,7,31.182074123778772,1.0582288259608688,50
MILP(offSlack)+DynamicLearning,underload,8,34.15808228710447,1.2470727657634495,50
MILP(offSlack)+DynamicLearning,underload,9,34.16307671040107,1.240415978867542,50
MILP(offSlack)+DynamicLearning,underload,10,0.0,0.0,50
MILP(offSlack)+PrimalDual,overload,0,23.680271199380254,0.11667613541533169,50
MILP(offSlack)+PrimalDual,overload,1,23.45171441921666,0.1286345781339926,50
MILP(offSlack)+PrimalDual,overload,2,23.538131110466566,0.11553665320660902,50
MILP(offSlack)+PrimalDual,overload,3,23.40570461151557,0.13167724845573134,50
MILP(offSlack)+PrimalDual,overload,4,23.722774155363545,0.10511802186404971,50
MILP(offSlack)+PrimalDual,overload,5,23.727286350886697,0.10703735525577429,50
MILP(offSlack)+PrimalDual,overload,6,23.6177085091152,0.11867387432884174,50
MILP(offSlack)+PrimalDual,overload,7,23.63362711921192,0.09603591427341118,50
MILP(offSlack)+PrimalDual,overload,8,23.636193014255472,0.10743756124064475,50
MILP(offSlack)+PrimalDual,overload,9,23.821241433735466,0.10500871421278264,50
MILP(offSlack)+PrimalDual,overload,10,516.0842528311018,0.9377354609937717,50
MILP(offSlack)+PrimalDual,underload,0,33.50641618340872,1.0692951467103922,50
MILP(offSlack)+PrimalDual,underload,1,34.29248154626558,1.1323577182401734,50
MILP(offSlack)+PrimalDual,underload,2,33.66974827232168,1.1936671469737574,50
MILP(offSlack)+PrimalDual,underload,3,32.328711502212094,1.142287587556444,50
MILP(offSlack)+PrimalDual,underload,4,32.420101750979235,1.0697770214753437,50
MILP(offSlack)+PrimalDual,underload,5,30.39986130430326,1.0300248264470722,50
MILP(offSlack)+PrimalDual,underload,6,31.003490524382144,1.257981004607395,50
MILP(offSlack)+PrimalDual,underload,7,31.182074123778772,1.058228825960869,50
MILP(offSlack)+PrimalDual,underload,8,34.15808228710447,1.2470727657634495,50
MILP(offSlack)+PrimalDual,underload,9,34.16307671040107,1.240415978867542,50
MILP(offSlack)+PrimalDual,underload,10,0.0,0.0,50
